zip,count
56385,1
95960,5
56381,5
81324,3
81326,8
81327,1
81320,1
56387,16
81321,45
81323,17
68364,2
95959,125
68361,7
68378,2
68376,3
95991,167
07418,7
07419,39
95993,168
07416,21
07417,48
07410,115
68371,1
68370,5
68372,22
95987,25
95988,35
95983,4
95984,2
95986,1
07407,58
95981,3
95982,15
07405,57
07403,31
07401,19
68510,50
68514,1
68512,43
68517,3
68516,206
32566,467
56533,1
32567,16
56534,1
32564,15
56535,6
32565,19
56536,1
32563,318
56531,2
32561,172
56537,56
32568,19
32569,138
68522,32
68521,122
68520,14
68526,41
68524,24
68523,10
68528,28
68527,17
56544,9
56545,1
56546,1
56547,7
56540,2
56542,6
32550,256
56548,3
56549,12
19565,16
68532,7
19567,14
19562,7
19564,1
19560,30
56550,2
81504,119
81505,37
81506,30
81507,66
56556,3
32542,1
56557,3
56551,7
32541,292
56552,1
56553,1
56554,10
32548,286
32547,281
44511,58
44510,7
44512,107
56560,143
44515,101
44514,57
32533,236
32534,176
56567,7
81501,59
32531,26
56569,8
81503,55
32530,4
32539,212
32535,24
32536,188
19544,1
19543,16
93510,36
44502,27
19540,23
93514,36
93513,5
19541,10
93512,1
44507,15
56570,4
56571,2
44509,52
56572,15
44504,12
81526,12
81527,5
44506,14
44505,44
56578,3
56579,1
56573,18
56575,1
56576,4
93505,60
32526,496
19547,10
19549,1
19555,7
19551,14
93501,22
56580,10
56581,1
32511,1
56588,1
56589,2
81523,1
81524,12
81525,1
56584,3
56585,1
56586,7
81520,48
56587,2
81521,73
19559,1
32516,1
32514,246
19522,40
93532,19
93531,4
93536,378
19520,11
93535,251
93534,158
56594,3
56590,2
32501,110
19529,4
93529,9
32506,368
32507,495
93527,3
19526,37
32504,236
19525,47
32505,271
32502,53
32503,348
19533,18
19534,2
93526,4
19530,19
93523,11
93518,6
93517,2
93516,13
19539,7
56501,45
32580,41
56511,7
56514,10
32583,223
56510,7
56515,16
56516,1
56517,1
68504,42
68503,27
68502,87
68508,9
32570,236
68507,54
68506,85
68505,61
32577,32
56522,2
32578,306
56523,3
56524,4
56525,1
32571,384
56520,13
56521,1
56527,5
32579,97
56528,11
56529,17
93434,19
93433,49
93432,8
19501,4
93437,1
93436,162
93430,15
07513,19
07514,38
07512,29
19508,51
19507,7
93428,33
19504,13
19503,2
19506,20
19505,7
19510,26
93422,147
19512,40
93420,123
93427,12
93426,16
93424,7
07508,60
07506,58
07504,23
07505,1
07502,49
07503,38
07501,49
19518,39
93455,172
93454,95
93453,14
93458,89
93451,16
93450,2
93445,23
93444,80
93442,49
93449,47
93446,211
93441,4
93440,7
07524,20
07522,36
93465,43
93463,32
93461,5
93460,17
17046,57
68632,6
17047,5
42003,51
17048,8
44667,9
17049,6
20695,82
44666,5
17042,86
17043,20
20693,3
17044,43
20692,2
44663,69
17045,5
42001,61
44662,16
68633,3
32680,34
17040,5
68638,2
44669,3
30024,409
56654,1
05056,2
56655,8
81611,26
05059,5
81612,2
30025,35
32686,25
56657,2
56650,1
56651,2
05055,3
30022,243
56652,1
05054,1
30021,47
56653,3
20690,5
29020,74
30028,136
56659,2
17057,54
44654,17
68643,5
17058,3
44653,1
68642,3
17059,22
44656,4
68641,1
68640,2
17053,26
68647,1
17054,1
17055,146
44651,1
17050,156
17051,8
68649,8
17052,1
56660,1
68648,2
44657,28
05046,3
30013,123
54002,10
05045,6
30012,97
54001,21
05048,3
29033,31
81601,55
05047,2
29032,8
30014,149
05042,1
29039,9
54006,1
56661,7
29038,5
54005,4
56662,2
29037,3
30011,78
54004,4
56663,1
05043,1
29036,108
54009,8
29031,1
30017,113
29030,2
30016,269
30019,192
17024,7
20676,10
44643,7
68654,4
93610,56
17025,71
20675,8
68653,2
17026,4
20674,2
44645,3
68652,4
17027,1
44644,12
68651,3
17020,40
93614,72
17021,3
17022,48
44641,62
93612,104
17023,7
44640,1
93611,242
29009,11
56671,2
44647,38
81625,47
44646,114
20678,30
20677,3
05079,3
30002,25
54013,12
56676,1
81632,47
29001,4
32666,32
30004,257
54011,6
56678,3
30003,1
32664,5
81635,22
05075,4
29006,24
54017,48
56672,6
05074,1
54016,98
56673,1
05077,2
54015,13
81630,4
29003,19
81631,39
05071,1
30009,77
93606,3
93605,2
05072,1
93604,11
17028,5
32669,99
30005,136
30008,89
32667,20
93609,9
32668,23
17035,2
20687,1
44632,35
66002,44
17036,76
17037,2
20685,11
44634,4
68663,3
17038,8
20684,3
44633,3
68662,2
66006,33
68669,2
93603,1
17032,20
66007,38
93602,17
17033,34
68667,1
93601,21
17034,5
20680,3
68666,5
17030,4
29018,9
54020,24
81615,14
20689,7
44638,1
20688,4
44637,1
05068,1
54024,14
81621,17
54023,17
56688,1
54022,38
81623,46
29010,31
32653,73
54021,8
81624,3
54028,8
29016,119
54027,5
29015,5
54026,3
05065,2
29014,3
54025,26
81620,41
05060,7
05062,1
05061,1
32658,1
68661,15
68660,4
32656,78
44621,11
66013,7
17003,25
20653,75
44620,3
93631,78
17004,5
93630,61
44622,36
66012,38
20650,44
93636,119
66018,26
93635,190
66015,1
93634,4
93633,1
44629,5
44628,2
20659,46
20658,1
44625,4
81647,23
20657,95
44624,4
81648,6
44627,1
81649,1
44626,5
07676,31
32643,61
78002,11
81654,3
07677,13
81655,2
32641,57
81656,1
07675,76
78003,38
81657,44
78006,137
81650,30
32640,51
07670,43
81652,14
78007,1
78009,28
93626,17
17006,2
17007,32
32648,3
66010,1
17009,9
17013,113
66024,4
93621,1
20664,8
66025,34
93620,41
17015,71
44612,13
17016,1
20662,5
44611,7
20661,1
93625,34
17011,109
66026,6
93623,3
93622,29
44618,6
44614,40
44613,4
81637,31
20667,1
44615,14
81639,14
81643,3
05001,15
07666,119
07663,37
81645,4
32631,1
81646,2
07661,34
07662,15
81640,1
81641,22
07660,34
93618,75
93616,5
93615,5
66020,4
17018,8
66021,7
17019,60
93619,366
20632,2
66035,3
93654,72
93653,11
20630,1
44601,92
66033,2
93651,14
93657,133
93656,16
20639,50
44606,7
44609,7
20637,15
44608,5
20636,36
93650,11
05038,1
20634,26
78022,3
32621,24
78024,4
05034,1
32622,4
78023,90
05037,1
78026,17
78025,14
05031,2
78028,123
05030,116
05033,2
05032,4
32628,9
93648,29
32625,17
32626,30
66032,22
66030,78
66046,52
93643,23
66047,43
93642,1
66044,45
93641,5
20640,35
93640,33
93647,12
93646,18
32609,67
66048,89
93645,1
66049,80
93644,39
20646,63
20645,2
78011,3
78010,7
78013,8
78015,104
78014,5
78017,7
78016,29
78019,1
32618,34
32619,18
32616,1
93638,163
32617,20
93637,187
66042,3
32615,78
66043,38
66040,16
66041,2
42086,11
42087,7
42088,4
42082,4
42085,5
42081,6
42079,3
42076,4
42078,5
30093,123
30092,150
30094,125
30097,195
30096,220
42071,51
42069,4
42064,19
42066,21
30082,98
30084,141
30083,226
30080,205
30088,122
30087,175
29082,1
29081,2
29080,7
42058,6
42055,7
42056,2
30071,70
30072,4
30079,17
30078,148
56601,73
30075,235
30076,161
42050,3
42051,2
42048,9
42049,3
17086,6
17087,5
42044,8
42045,6
17082,6
30060,103
17084,5
30062,257
30061,1
30068,131
29067,29
30067,149
29065,3
30064,190
30066,226
29069,16
30065,1
42041,9
29063,113
05091,5
29062,1
29061,36
42035,2
42036,4
44697,1
42038,16
44699,2
17097,2
42031,4
17098,8
44693,2
17099,2
68601,73
44695,4
17093,2
17094,8
17090,26
56621,8
05089,10
29078,65
30056,8
56623,8
30058,213
05086,2
30052,262
05088,1
30055,15
30054,38
05081,1
29070,42
44691,70
29075,11
29074,2
29073,179
29072,197
56628,6
17068,26
42024,1
17069,2
42025,39
42027,3
44688,7
17064,4
42020,6
44683,20
17065,23
42021,1
44682,2
17066,14
44685,84
17067,32
42023,7
17061,12
17062,9
30040,382
17063,5
42029,11
29046,2
30046,135
29045,141
30045,160
56633,10
29044,15
56634,1
30047,243
30041,392
29048,15
30044,304
56630,10
29047,7
30043,328
44681,6
44680,11
29042,13
56636,13
29040,31
56639,2
44676,9
68621,2
44675,4
68620,7
44677,4
44672,16
44671,2
68624,4
17078,62
17072,4
68628,3
17073,7
68627,3
17074,27
68626,3
17070,54
30035,87
29056,7
30034,181
56644,3
29055,13
32696,47
29054,32
32697,1
56646,2
32694,5
30030,116
29059,19
30033,215
32692,5
56641,1
29058,13
30032,171
32693,44
29053,41
30039,205
29052,4
30038,164
29051,3
56649,22
93555,113
93553,7
93552,138
93558,1
93556,1
20618,3
20616,29
20615,3
93551,257
20613,73
93550,230
20612,2
20611,4
07632,13
07630,32
07631,75
20608,3
32607,121
32608,187
32605,137
32606,110
32603,13
32601,57
20621,2
93544,5
20620,4
93543,44
93541,1
93546,43
93545,2
20629,1
20628,3
07627,22
07628,54
20625,2
07626,21
20624,1
20623,10
07624,38
20622,15
07621,81
07620,9
20619,39
19601,63
07656,32
07657,40
07652,84
07650,31
19607,66
19606,147
19609,61
19608,90
19602,29
19605,80
19604,62
19610,45
19611,27
20607,48
20606,1
07649,23
07647,19
20603,110
93562,6
07648,13
20602,105
93561,174
07645,30
20601,104
93560,81
07646,40
07643,215
07644,58
07641,16
07642,35
07640,22
93591,33
07607,30
07608,1
07605,22
07606,12
07603,30
07604,40
07601,91
42123,8
68753,1
68752,2
68757,1
42120,5
68756,3
68755,2
93711,180
42122,14
93710,94
68759,1
68758,3
42127,16
42129,12
29145,1
30145,27
54112,5
30144,175
54111,1
30147,8
54110,9
29142,11
30141,102
29148,25
54115,99
30143,110
54114,10
29146,2
54113,6
93706,98
93705,134
93704,112
93703,102
30148,3
93709,1
66101,205
66102,63
68763,9
68761,1
66105,3
68768,2
93702,104
66106,84
68767,6
93701,23
66103,28
66104,79
68765,5
66109,89
68769,9
30134,168
32798,22
29154,94
54121,6
29153,46
30135,303
32796,139
54120,1
32793,1
54126,11
30132,183
54125,2
32792,285
54124,6
05161,1
54129,6
29152,1
68760,2
30137,11
29150,118
30139,8
42101,114
66112,42
66113,3
68774,2
93730,88
42103,31
20794,37
42104,86
66111,41
68779,4
68778,2
68776,83
29129,6
29128,14
54130,44
29123,18
30123,1
78101,18
29122,3
30122,80
30125,82
32784,47
30124,9
78102,43
29127,15
54138,6
29126,4
54137,1
29125,5
30121,82
32780,271
54136,14
30120,144
54135,1
78109,242
93728,44
78108,168
93727,340
93726,136
54139,6
93725,61
30127,288
68771,1
30126,144
68770,6
32789,158
68786,1
93720,206
68785,1
68784,8
93723,73
68788,12
93722,346
68787,11
93721,4
54141,8
54140,20
29133,3
30111,1
32776,83
30114,236
32773,153
54143,52
30113,16
29138,16
32771,309
54149,6
29137,6
30110,47
29135,23
29130,18
30116,82
32779,210
30115,226
68781,1
68780,3
30117,87
32778,159
20774,197
20772,291
20770,36
29108,42
29107,7
20779,3
20778,5
54151,13
20777,8
78121,52
20776,4
29101,5
30101,243
32764,15
78123,5
32765,407
54155,15
78122,1
30103,53
54154,12
30102,155
32763,143
54153,18
78124,14
29105,1
29104,7
29102,46
54157,5
30108,27
30105,6
30104,15
68792,3
30107,76
32766,85
68791,5
30106,73
32767,13
68790,3
20785,110
44730,15
20784,81
20783,64
20782,53
20781,31
29118,40
54162,11
54161,3
29112,5
78112,12
29111,1
32754,85
54166,15
32751,115
54165,3
78114,65
78113,6
29115,90
32750,147
29114,8
54169,1
78118,5
29113,2
78119,10
32759,18
93737,33
32757,195
17101,95
44720,107
17102,27
17103,36
20751,9
17104,47
44721,39
20759,24
20758,1
54174,7
54173,8
78140,3
20755,4
20754,11
54171,10
05156,12
05155,2
54177,1
78147,3
54175,5
78146,1
05152,6
05151,2
78148,61
05154,1
05153,2
17109,71
05150,3
91107,113
91108,44
32746,315
32744,29
17112,131
20764,22
91101,33
17113,30
20763,7
44710,20
91105,54
91106,56
17110,92
91103,70
17111,122
91104,106
54180,9
20769,23
44718,30
05149,4
78130,306
05148,3
78132,158
20765,1
44714,20
32732,41
78133,92
05146,1
32730,26
44709,167
05143,2
05142,2
32738,333
32735,44
32736,53
56701,31
56710,1
56713,4
56714,3
56716,29
68701,65
56721,24
56723,2
42170,4
42171,17
56725,1
56726,2
42167,8
68713,6
42164,43
42166,3
68710,1
68717,3
30180,158
68716,1
30183,39
68715,4
30182,9
68714,2
68719,1
68718,12
30189,175
30188,298
56732,1
56733,2
30185,13
30184,22
30187,31
29180,26
42160,5
56735,3
56736,3
56738,2
68723,2
42154,2
68722,1
30170,9
68727,2
30172,2
30171,15
68729,4
30178,14
56742,1
30177,1
56744,1
30179,84
30173,18
30176,17
30175,19
56741,1
42151,1
56748,1
68731,21
68730,11
42141,51
68733,3
68739,5
30161,102
68736,1
29166,2
56754,1
56755,1
29164,282
30168,71
56756,2
56750,2
29169,53
30165,104
56751,13
29168,6
42140,4
29163,2
56757,2
29162,4
29161,25
29160,17
42134,45
68741,1
42130,1
68746,2
68745,4
42133,2
68743,2
68748,3
29178,12
54101,3
30157,213
30152,164
30151,2
30154,1
56762,6
30153,73
56763,13
29170,80
54107,3
54106,2
29172,25
66058,2
93675,9
91011,103
66056,7
93673,1
91016,121
44706,51
44705,57
20737,43
44708,83
78040,32
20736,41
44707,17
07757,16
20735,153
07758,16
78041,146
91010,66
07755,17
20733,10
44704,5
07756,8
20732,46
44703,19
78043,54
07753,96
32720,213
78046,160
78045,262
07751,65
07752,1
07750,19
66050,5
32726,137
91008,9
32724,402
66053,32
32725,512
66054,7
66052,8
93665,1
93664,22
20740,65
66066,5
66067,57
91001,157
93662,79
91006,117
93669,6
91007,75
93668,5
32708,376
93667,17
32709,12
93666,1
54082,8
07748,83
20748,122
20747,100
07746,73
20746,71
07747,106
20745,59
93660,9
20744,218
20743,143
07740,61
78039,2
66060,1
66061,228
32713,171
66064,19
32714,207
66062,256
32712,330
19720,195
66079,4
66078,5
20716,70
20715,115
20714,21
78061,12
78064,29
20712,22
78063,33
20711,16
78066,2
20710,11
78065,13
91030,79
78067,2
78069,11
20708,48
20707,87
66071,49
32707,204
66072,5
66070,7
32702,20
66075,4
32703,303
66076,7
66073,5
32701,133
19731,1
20720,108
91024,45
66088,8
20724,63
91020,15
20723,87
78052,12
20722,8
78055,1
20721,101
05101,13
07764,22
78057,2
78056,10
07762,22
78059,10
07763,1
78058,3
07760,40
66083,41
66080,5
66086,40
19734,47
66087,7
66085,51
07719,61
07717,6
07718,21
07716,29
07711,7
07712,83
07710,1
19709,166
66090,5
19706,11
66093,3
66094,1
19707,45
66092,26
19702,284
19701,132
66095,3
19703,31
19711,102
20706,118
78071,8
20705,104
78070,82
07704,17
78073,13
07702,14
78075,1
91042,106
20701,1
91040,78
07701,58
78076,9
19717,1
19713,78
07739,13
07737,12
07738,43
07735,64
07733,87
07734,51
07731,142
07732,21
07730,50
07728,157
07726,138
07727,29
07724,61
07722,38
07723,2
07720,14
07721,12
66211,13
68874,1
66212,91
68873,11
68872,2
66210,56
42240,67
66215,67
66216,112
66213,76
68876,5
66214,33
68875,1
66219,27
30260,84
66217,18
66218,38
68879,1
30265,145
54232,1
30268,50
78202,30
54230,11
78201,102
78204,34
78203,18
54235,31
30263,176
54234,8
78205,8
78208,13
78207,78
78209,141
68870,1
30269,142
42234,1
66223,74
66220,39
68883,2
42236,2
66221,91
68882,2
66226,60
66227,34
66224,48
42232,3
30257,20
30256,13
54241,31
30251,10
54247,1
30253,243
54246,2
30252,195
54245,7
44890,21
30259,7
30258,5
17266,1
17267,5
42223,1
17268,97
44887,3
17262,1
44880,7
17264,5
42220,4
44883,39
17265,4
44882,8
44889,11
78220,60
78222,61
78221,115
78224,45
78223,145
30240,99
78226,11
78225,23
78228,134
30241,77
78227,122
78229,124
30248,134
42211,31
42214,1
44875,41
44870,93
42210,8
42215,3
44878,4
42217,2
30233,105
78211,44
32897,1
78210,103
78213,103
30234,6
78212,75
78215,11
78214,49
78217,107
30230,23
78216,121
78219,43
78218,111
30236,161
30238,136
17244,3
20896,3
20895,48
42202,2
44865,10
44864,6
91210,1
17240,4
17241,37
44861,1
17243,1
91214,116
29229,201
42204,1
78240,165
44866,5
42206,7
78242,89
42207,2
05255,9
30222,10
78244,125
05254,1
05257,6
30224,79
30223,136
78245,373
05251,3
78248,33
05250,5
78247,172
30220,18
05252,1
29223,158
78249,199
91208,75
91206,86
91207,54
30228,233
17255,1
44851,13
91201,40
17257,62
44854,8
17251,1
91204,13
17252,9
91205,39
17253,1
44850,1
91202,35
91203,37
44859,6
44855,2
78231,28
44857,56
78230,144
78233,175
78232,133
30213,178
78235,8
78234,1
78237,63
78239,103
78238,80
30218,9
30215,134
30214,158
30217,16
30216,4
17222,40
20874,155
44841,1
44840,4
17224,3
20872,38
44843,5
17225,49
20871,129
44842,11
17220,2
17221,1
44849,5
29206,45
78260,159
20879,71
29205,71
20878,173
20877,68
44844,2
78261,136
20876,73
44847,11
78264,21
29209,112
44846,10
78263,11
78266,20
29204,52
29203,106
29201,25
30204,37
17228,1
30206,9
17229,2
30205,9
17233,11
44830,37
17235,1
17236,23
20882,37
20880,1
44837,7
44839,34
20889,1
78251,183
44833,53
78250,198
44836,3
78253,334
20886,78
78252,103
78255,65
S4N 7K2,1
29210,74
78254,307
78257,56
78256,32
05262,6
78259,115
05261,6
78258,201
29212,108
17237,6
17238,5
17239,1
68801,42
68803,40
68812,2
68810,2
68816,1
68815,4
68814,1
68813,2
68818,13
68817,4
68823,6
68822,15
68827,1
68826,131
68825,3
68824,3
68828,1
42285,1
42286,4
68832,7
68831,3
68838,1
68837,1
42280,1
68841,1
68840,10
42273,2
68845,43
42274,2
42275,3
68843,3
42276,26
30291,81
30290,35
30293,14
68847,39
30292,30
30295,8
54204,6
30294,175
30297,81
54202,6
30296,101
54201,10
54208,23
54207,1
54205,4
54209,4
42266,3
68850,14
42262,19
68856,1
42265,2
68853,3
68859,1
30281,239
30288,37
54211,2
54210,10
30289,1
30284,1
54214,2
30286,58
54213,5
30285,3
54212,4
54217,10
42261,12
54216,9
68863,1
42256,6
68862,5
68860,1
66204,76
66205,48
68866,1
66202,52
68865,3
66203,68
68864,2
66208,99
66209,53
66206,30
68869,4
66207,41
42259,4
30277,83
30276,74
54220,76
30273,54
30272,1
30274,112
54229,9
54228,4
54227,2
07803,19
07801,63
G4R 3N8,1
20852,93
17201,62
20851,43
17202,95
20850,119
44820,52
44827,10
44826,3
78161,3
78160,6
07878,6
78163,88
20855,47
44822,10
07876,24
20854,129
44825,2
20853,77
44824,10
78164,5
07874,42
07875,1
07871,91
17211,1
17212,4
20862,1
17213,2
20861,10
17214,4
20860,8
32829,136
44815,1
07869,84
44818,9
20868,5
44817,6
78152,23
20866,42
44811,17
78151,1
07865,8
44814,7
78154,129
07866,74
44813,15
07863,14
78155,112
05201,17
07860,109
78159,2
32839,160
32836,142
32837,329
32835,249
32832,184
32833,70
32818,245
32819,224
44805,57
20837,25
44804,1
44807,10
20833,18
20832,75
44802,2
32820,56
32827,119
32828,408
32825,358
32826,123
32824,341
32821,88
32822,314
20841,33
32809,101
32807,163
32808,255
20842,5
07885,36
07882,44
20839,1
32816,1
32817,197
32814,33
32812,182
32810,170
32811,133
07838,14
20816,40
20815,64
07836,73
20814,73
07834,63
07832,17
07830,19
32805,98
32806,154
32803,145
32804,140
32801,79
07827,17
07828,45
07825,37
07826,33
07823,30
07821,38
07822,3
07820,1
20818,4
20817,76
07856,18
07857,10
07855,1
07852,13
07853,48
07850,25
07851,2
19809,38
19808,117
19805,121
19804,63
19807,18
19806,37
19801,30
19803,64
19802,64
19810,63
07849,39
07847,3
07848,18
07843,49
07844,3
07842,1
07840,94
42366,5
93950,43
42367,4
42368,2
42361,1
93955,70
93953,30
29385,23
29384,11
29388,38
93940,102
42355,3
42350,3
42351,4
42352,1
30375,1
42343,4
91311,157
42345,19
42347,9
42348,10
42349,1
78341,3
78340,1
29365,48
78343,10
29364,1
78344,1
29369,49
29368,2
30360,62
30363,13
78349,1
91307,130
91306,134
29360,63
93962,6
42333,1
93960,57
91303,60
91304,164
42330,10
91301,107
91302,131
42337,4
78330,2
29376,30
30354,58
78332,59
29374,14
30350,107
78336,62
29379,53
29377,1
78339,2
29372,7
29370,2
17365,5
17366,16
42323,4
91330,1
17368,14
42324,3
91331,179
17361,11
17362,37
17363,23
17364,5
42320,13
91335,187
29349,117
17360,13
42325,4
78361,8
42327,4
78363,71
78362,40
30342,101
78364,1
29341,37
30345,54
29340,54
30344,125
78369,1
78368,23
30341,106
30340,90
30346,22
30349,327
91321,116
91320,219
17372,7
91325,86
91326,301
91324,87
17370,27
17371,1
29353,7
30331,216
78353,1
29351,4
78355,8
05361,2
78358,7
05360,2
78357,1
05363,5
29356,29
30339,90
91316,109
30336,9
30338,148
30337,55
91354,197
17344,5
91355,149
17345,22
42301,86
91352,100
17340,30
91356,122
29329,1
78380,44
42303,74
78383,11
91350,295
78382,125
91351,151
78384,11
29321,6
78387,15
78389,9
30322,1
29325,34
29323,46
29322,25
30329,83
30328,141
17347,17
30324,107
17349,20
30327,71
30326,26
91343,155
91344,201
17356,54
91342,225
17350,23
17352,1
91345,66
17353,9
29338,1
78370,18
78372,9
78371,1
91340,78
78374,88
78373,41
29332,17
30310,112
78375,7
29330,21
30312,94
30311,82
78377,12
29335,9
78379,2
29334,70
30318,234
30317,65
30319,157
30314,65
30313,18
30316,171
30315,115
32976,283
68922,2
68920,6
68926,1
68924,1
68923,1
68929,1
68928,3
68933,1
68932,1
68930,4
68937,5
68936,2
68935,1
68934,2
68939,4
68940,1
68944,2
68942,3
68941,1
68948,2
68947,1
68949,17
54303,63
54302,55
54301,62
54304,89
68955,2
68959,6
68958,2
68957,1
68956,6
54313,112
54311,76
93901,109
93908,52
93907,94
93906,249
93905,197
68961,1
68964,1
68967,5
68971,6
68970,5
93933,74
93932,2
93930,39
68979,5
68978,9
93926,29
93925,2
93924,33
93923,69
93927,56
42376,13
42378,3
68982,1
42372,6
93921,6
93920,3
54344,1
19904,105
19902,1
19901,88
20904,115
20903,287
20902,116
20901,83
07901,56
07936,54
07933,11
07934,3
07931,7
07932,36
07930,24
07928,68
07927,12
07924,24
07922,35
07920,77
07921,33
68901,45
17321,2
17322,14
17323,1
17324,8
17320,23
29307,59
29306,30
32962,266
32963,253
30301,2
32960,186
29303,41
29302,55
29301,69
17329,10
30307,77
30306,71
30309,125
32968,131
30308,70
17325,43
30303,10
32966,193
32967,230
17327,20
30305,121
17331,154
29316,130
32951,154
32952,205
32950,65
07980,4
07981,26
32957,1
32958,345
32955,292
32953,225
17339,24
19962,44
17301,8
19964,5
17302,9
19963,70
19960,14
05354,1
32940,468
05353,2
05356,5
05355,2
05350,2
17307,8
32948,22
32949,37
17309,4
19966,108
17304,9
19968,56
17306,1
19967,13
19973,64
19975,53
17313,29
19971,108
19970,59
05346,7
05343,1
05342,3
05345,1
05344,1
44907,46
05341,1
05340,3
17318,2
32937,292
17319,48
32935,298
17314,11
19977,100
17315,72
32934,142
17316,32
19979,2
32931,229
17317,1
19940,15
19941,10
44904,52
44903,93
44906,59
44905,36
44902,9
07950,73
32926,144
19947,29
32927,183
19944,10
32922,83
19943,46
19946,23
32920,140
19945,33
19951,11
19950,20
19953,10
19952,31
32908,149
32909,329
32907,392
07946,7
07945,30
07940,28
19958,119
19954,4
19956,42
20912,42
07977,2
20910,91
07976,2
07974,31
20906,153
20905,52
32904,359
32905,259
32903,133
32901,193
19930,36
05301,24
07960,119
19936,1
19939,31
19938,34
19933,23
19934,54
66451,2
91411,41
54471,9
54470,1
54475,1
54474,9
54473,3
54479,6
54476,46
91406,129
91405,84
91408,1
91402,93
91403,96
91401,113
54482,19
54481,47
54486,1
54484,11
54489,2
54488,3
54487,23
42464,6
42461,2
91436,69
42462,2
54491,3
29486,199
29485,220
54495,19
29483,224
54494,62
29488,70
54499,1
29487,14
54498,1
29482,10
29481,7
42455,5
42456,3
42450,4
42451,1
42452,2
91423,95
42459,5
30474,48
30477,9
30471,10
30470,2
30473,7
29493,1
29492,67
42442,9
42445,27
42440,1
42441,3
29469,2
29464,220
29461,151
29468,10
05495,10
29466,211
05494,4
30461,38
05491,6
30467,29
42431,54
05489,3
42436,3
42437,8
05486,3
29475,12
30453,9
29474,11
30452,5
05488,13
30455,3
05487,3
29472,22
30454,3
05482,8
29479,31
05481,1
29477,19
30451,1
05483,2
30450,3
29471,9
30457,19
29470,17
30456,5
30458,121
42420,58
29449,41
29448,7
30442,10
30441,5
29440,135
29446,6
29445,192
30446,3
30445,5
42410,3
29458,9
42413,9
29453,4
29451,35
29450,20
29456,119
29455,180
30439,30
30438,1
30434,7
30436,23
54401,82
54406,5
54403,59
54409,22
54407,6
54413,1
54412,2
54411,10
54410,3
54414,2
66402,12
66403,1
66401,6
66406,2
66404,1
66409,11
54424,1
54423,6
54422,1
54421,2
54428,1
54427,1
54426,5
54425,1
66413,4
66414,11
66411,11
66418,4
66415,4
66416,1
66419,4
54435,1
78402,5
78401,10
54433,1
78404,36
78406,1
78405,15
78408,19
54436,1
78407,5
78409,6
66424,1
66422,2
66423,1
66428,2
66429,2
66427,3
54441,1
54440,7
54446,3
54443,1
54449,64
54448,12
54447,1
66431,1
66432,2
66436,15
66434,19
66439,3
54452,18
54451,4
54450,1
54457,20
54456,3
54455,65
54454,1
54458,2
66442,2
66440,6
66441,84
66449,3
54460,1
54463,2
78411,57
78410,100
78413,115
54467,23
78412,108
54466,2
78415,100
54465,3
78414,224
78417,14
78416,21
54469,4
78418,176
91377,56
42406,6
29426,5
42408,16
42409,3
05457,4
05459,3
42404,4
05458,4
29429,15
29420,73
30420,6
05452,31
05455,1
05454,14
30421,5
05450,7
30428,4
30427,24
30425,3
91364,156
91367,195
29439,14
78390,17
29438,18
29437,12
29436,14
78391,1
05446,24
91361,121
05445,3
78393,4
91362,203
05448,1
91360,192
05442,1
29431,17
05441,1
05444,2
30411,5
05443,10
30410,1
29435,14
05440,2
29432,6
30417,25
30413,3
30412,1
30415,27
29406,83
91390,102
29405,118
29404,1
29403,68
05478,25
29407,113
05474,2
05477,8
05476,9
05471,1
05470,1
29401,34
05473,2
05472,2
30401,38
91387,226
29414,127
05468,26
91384,102
91381,93
29418,83
05464,2
05463,2
05465,9
29412,156
05461,8
29410,68
17401,39
17406,59
17407,8
17408,68
17402,92
17403,96
17404,110
05405,1
05408,10
05401,33
05404,11
05403,33
78560,13
78562,3
78567,1
78566,33
78569,1
78550,103
78552,108
78553,1
78557,33
78559,19
M5M 1V7,1
78580,26
78583,20
78582,54
78584,27
78586,58
78589,77
78570,45
78572,187
78574,90
78573,72
78576,16
78575,12
78578,34
78577,104
78579,1
42565,2
42566,2
42567,14
29585,109
29584,4
29583,12
29582,164
29588,246
30582,10
29581,11
29580,6
42553,16
78590,1
78593,10
29596,2
78596,69
78595,6
30576,6
78598,4
29593,1
30575,9
78597,33
78599,60
30572,8
30571,7
29592,3
29591,10
30577,54
29590,4
42541,1
42544,19
17582,2
17584,17
29569,60
29568,90
29563,7
30563,13
30565,14
29560,37
30564,17
29567,1
29566,139
29565,15
29564,7
30560,21
30567,23
30566,40
30568,6
42533,2
42539,8
29579,260
29574,32
30552,5
29572,90
30554,19
29571,51
30553,18
29577,169
29576,235
29575,142
30559,24
29570,10
30555,5
30558,15
30557,15
54512,4
54511,5
54514,2
54519,4
66501,2
66502,101
66503,62
66509,3
66507,4
66508,8
54521,35
54520,10
54527,4
54529,6
66512,15
66510,2
66516,1
66517,6
66514,8
66515,1
54530,1
54534,3
78501,111
78503,50
54531,5
54538,10
78504,149
54536,1
54539,7
66520,3
66523,14
66524,9
66521,7
66528,2
66526,2
54541,2
54540,5
54545,10
54542,2
54548,19
54547,7
54546,2
66534,8
66535,11
66532,1
66533,5
66538,4
66539,6
66536,11
66537,4
54552,15
54550,1
78521,81
78520,119
78523,1
54555,4
54554,7
54559,2
78526,95
