zip,count
13431,4
86431,1
86432,19
13437,3
13438,7
T2T 4C7,1
49464,35
50401,55
49461,11
49460,10
49459,1
49457,27
49456,30
49455,9
49454,8
49453,8
49452,2
49451,7
49450,6
49449,7
49448,9
49446,2
49445,30
62401,29
50420,1
49444,67
50421,7
49442,94
50424,2
49441,80
50423,4
49440,1
50428,20
98569,37
98568,5
98564,6
25621,4
98560,1
98563,15
98562,1
37617,30
37618,27
13648,6
13642,10
13640,2
13646,5
37615,60
37616,5
25639,1
98558,1
13650,7
98557,9
98555,6
25635,1
98550,30
98552,1
13659,2
13654,3
13651,1
13652,2
37601,78
13658,5
13655,5
37604,78
13656,5
25608,1
25607,1
98587,1
98586,2
98589,14
98588,9
25601,5
98582,1
98584,114
13626,5
98580,25
13620,2
13624,11
13625,5
13622,7
25617,1
98579,29
98576,15
98575,4
98577,19
98572,4
25612,1
98571,5
13637,4
98570,9
13638,1
13630,1
13635,1
13634,7
01612,2
01611,5
01610,12
13606,1
13607,5
13605,9
13608,7
13603,2
13601,50
01606,30
01605,36
01604,44
01603,27
01609,24
01608,4
01607,7
98597,68
01602,31
98593,2
98596,11
98595,13
13617,7
98590,1
13618,10
13615,2
98592,9
98591,16
13619,17
13613,7
13614,1
13611,1
13612,7
62530,1
62531,2
62534,5
62535,14
62536,1
62537,1
62538,1
62539,4
86508,1
86503,1
50552,1
50554,3
50558,1
50559,3
74528,1
49548,69
74525,17
49546,50
62540,4
62541,1
74523,17
49544,19
62543,1
62544,5
62546,1
62547,3
62548,4
62549,19
50561,1
50560,1
50563,4
50566,2
50569,2
50568,1
98506,52
74538,9
62550,8
74536,1
98503,117
62551,1
98502,69
49534,35
74534,1
62553,2
74533,1
62554,2
25564,1
62555,1
74531,1
62556,1
98501,98
62557,18
62558,10
25560,13
50571,1
50574,6
50575,1
50577,1
50579,8
62560,3
49525,49
62561,13
74547,8
74546,1
62563,12
62565,15
74543,1
62567,2
62568,29
74540,1
25570,4
50581,1
50583,6
25571,3
50582,2
50585,1
25573,2
86510,1
50586,1
86511,2
50588,21
98528,38
74558,2
62573,6
98524,10
49512,35
98527,1
74555,3
74554,1
74553,4
98520,45
25545,4
74552,2
98522,1
49519,40
50590,1
50591,1
50594,1
86547,1
01571,11
01570,20
25541,10
86545,1
50595,27
50598,1
50597,4
86544,1
49507,62
49506,67
49505,68
49504,85
49503,84
74569,4
98513,91
74567,1
98516,82
01564,16
74563,2
98512,76
01562,16
25555,3
74562,2
01569,10
74561,5
01568,8
74560,1
49509,61
01566,3
25559,1
49508,64
25550,18
01560,3
98547,8
98546,15
74578,8
98548,11
74576,1
98542,2
25523,2
74574,3
25524,2
74571,3
74570,3
98541,27
25526,24
01590,4
98536,2
98535,1
98538,1
98537,5
98532,56
98531,49
01585,5
98533,2
25535,1
01588,12
25537,1
01583,16
01581,22
25530,6
50501,66
50510,3
50511,10
50514,4
50516,2
50517,2
50519,1
62501,12
C1A 6L3,1
50523,2
50525,7
50524,3
50528,1
62510,6
62512,1
62513,9
62514,2
62515,2
50530,2
50532,2
50533,15
50536,8
50535,1
50538,1
50539,2
74501,84
62520,5
62521,107
62522,35
62523,1
62526,79
50541,1
50540,1
50543,2
50542,1
50544,3
50548,10
96096,9
96097,35
96092,1
96093,23
96094,27
96090,1
96091,11
01719,6
01718,1
01702,35
01701,52
50701,52
50703,42
50702,42
49716,1
60070,48
49715,8
49713,9
49712,33
96027,8
13760,74
96028,6
49710,3
72058,43
96029,2
96023,4
98686,57
01773,11
59088,2
72057,2
96024,4
98685,73
01772,14
96025,18
72055,2
01778,26
98682,199
49719,2
96020,25
01776,26
49718,2
59087,3
96021,49
98684,71
01775,8
49717,2
59086,4
96022,100
98683,93
37738,42
11109,20
01770,5
84049,26
84045,163
37731,1
60077,77
84044,92
11102,35
60076,105
84047,68
11101,118
84046,3
11104,24
60074,108
84041,153
11103,35
60073,226
84040,87
11106,43
60072,5
84043,250
11105,23
37737,11
60071,13
84042,21
49705,1
60081,50
49701,1
96016,3
96017,1
72069,1
96019,62
72067,12
98675,20
72068,1
96013,19
98674,45
72065,14
96014,2
01760,64
49709,15
72063,3
98671,57
72064,4
49707,49
72061,1
96010,2
49706,11
98672,12
37727,5
37729,6
84038,2
84037,120
84039,2
60089,190
13775,5
84033,3
37721,34
60087,88
84036,34
37722,20
13778,13
37723,3
60085,132
37724,6
60084,52
13776,1
37725,41
60083,41
84032,92
13777,4
37726,8
84031,2
60091,84
60090,133
84061,1
84060,23
72079,1
96046,3
72076,89
96047,4
96041,5
72072,3
96044,6
37716,64
72070,7
13748,11
96040,1
84067,120
60099,82
84066,24
60098,105
13740,1
37711,9
60097,44
60096,36
13746,8
37713,3
84062,150
13743,3
37714,12
84065,189
13744,5
60093,71
84050,40
96038,2
96039,3
96034,1
96035,5
72087,4
72088,12
96037,2
72085,1
72086,20
72083,3
96032,15
72084,3
96033,1
37705,14
72081,19
72082,1
37708,23
72080,1
37709,6
84059,56
84056,3
13753,12
84055,7
13750,3
84058,71
13751,1
84057,235
13756,2
37701,18
84052,3
13757,2
84051,3
13754,8
84054,56
13755,2
84053,1
25705,26
84081,162
25704,24
84083,1
01730,11
96067,40
96069,5
25701,17
96064,19
25703,1
96065,5
25702,8
96061,4
96062,7
84088,237
84084,89
84087,50
84086,1
84070,77
84071,5
96056,4
96057,9
96059,5
96052,7
01721,22
01720,37
96055,12
13739,4
13736,6
96050,3
96051,4
13730,8
84078,65
13731,3
13734,7
84074,193
13732,19
84076,2
13733,14
84075,101
01757,35
01752,47
96089,1
01756,4
96085,1
01754,16
96087,4
96088,41
96084,1
96080,114
01749,20
84092,96
01748,25
01747,12
84094,83
01746,21
84093,89
01741,9
01740,8
96079,1
01745,2
96074,1
96076,1
01742,17
96071,1
96073,30
84096,231
84095,145
84098,79
84097,56
98606,26
37690,9
98605,1
37691,2
47018,12
74637,1
37692,10
98607,120
47016,3
49679,4
98602,1
47017,1
62650,52
98601,5
49677,18
74633,1
98604,108
49676,10
74632,1
98603,4
35034,3
59001,6
74631,20
35033,10
74630,1
23047,2
35032,1
62655,2
35031,23
59002,2
62656,35
59008,1
23040,10
50670,2
23043,10
59007,1
35035,1
50672,2
59006,4
47012,11
49675,1
50675,6
50674,2
47010,1
50677,18
47011,1
50676,9
49670,2
37681,15
74647,14
49668,5
74646,1
37683,19
47006,28
62661,1
47003,3
74644,1
49665,4
62663,1
23056,3
35023,78
62664,3
35022,88
59011,2
62665,1
74641,1
59014,5
62666,1
23059,108
35020,49
62668,3
59019,13
60008,84
50680,3
60007,125
50682,7
60005,105
50681,1
60004,184
23055,1
60002,99
37686,17
47001,24
49664,5
37687,11
49663,8
37688,3
49660,31
98628,1
49659,18
62670,7
98629,37
49657,7
62671,2
98624,6
11040,112
49656,2
62672,1
98623,1
49655,5
62673,1
98626,59
11042,1
49654,3
62674,3
98625,21
23023,1
62675,27
74653,5
98620,20
23024,27
59022,2
74652,1
23025,1
35010,51
62677,5
74651,2
59024,1
74650,3
23027,3
35019,4
60018,79
35016,67
59027,1
60016,184
59026,1
60015,116
23021,3
35014,4
59029,2
60014,186
23022,2
60013,102
49653,5
60012,62
49651,22
60010,207
49650,4
98617,3
49649,7
98616,2
11050,51
49648,2
72007,33
62681,4
37660,88
49646,17
62682,2
98613,1
49645,3
72006,2
98612,13
49644,10
62684,8
37663,33
49643,12
62685,7
72004,2
98614,1
59034,15
72001,1
23035,3
72002,54
59036,6
98611,21
98610,2
23038,2
59030,1
23039,4
59032,1
35007,78
60029,2
35006,135
23030,10
35005,32
59038,2
25692,1
35004,31
59037,7
60026,54
60025,144
37664,64
49642,3
37665,18
60022,30
49640,3
60021,26
60020,44
98609,1
23009,28
49639,5
49638,6
62690,10
98649,1
49637,3
62691,14
49636,2
62692,2
72019,79
13682,1
49635,3
62693,2
72016,5
37650,29
62694,8
72017,2
98645,5
11021,37
13680,2
49633,9
62695,1
98648,3
11020,13
13681,2
49632,1
72015,69
98647,2
72012,35
98642,90
23002,27
59044,32
59047,40
72010,12
98644,5
59046,1
72011,12
98643,1
23005,44
59041,7
98640,32
84009,152
84005,193
84004,32
84007,2
25661,9
60035,112
84006,4
11023,25
49631,15
60034,11
84001,4
49630,4
60033,39
13684,3
84003,157
11024,20
13685,1
37656,13
60031,122
84002,2
60030,145
37658,5
37659,79
49628,1
98639,1
98638,3
49626,2
59050,1
72029,4
49625,2
11030,34
13693,2
72027,3
98635,3
13694,5
49623,2
13691,5
37640,10
49622,8
72025,1
37641,20
49621,12
72023,103
98631,14
25674,2
72024,11
72021,8
23015,17
25676,1
59057,3
72022,43
98632,114
72020,9
59054,1
49629,5
25670,6
60048,108
60047,205
23011,2
60046,129
13697,3
37642,33
49620,1
60045,64
37643,63
60044,28
13695,1
60043,6
13696,1
37645,14
60042,28
60041,31
60040,16
49617,7
96009,2
49616,3
49615,16
59061,1
49614,5
13660,3
49613,2
13661,3
49612,3
72039,6
96006,1
72036,1
96007,103
49610,1
96008,7
72034,81
96001,203
98664,52
96002,175
98663,45
72032,86
96003,265
59068,17
98665,72
25646,1
59063,5
72030,1
98660,37
72031,13
49619,2
59065,2
98662,97
25647,1
98661,103
84027,1
84026,1
84029,43
84028,11
11001,56
13664,1
60056,186
84023,3
11003,58
13662,29
84025,80
60053,94
84024,1
11005,2
13668,1
11004,21
13669,30
60051,107
60050,115
84021,11
13667,2
84020,173
59070,8
59072,9
59071,1
49601,63
11010,56
72047,2
13670,2
72045,3
25652,1
72046,8
59079,9
72044,7
59074,3
72041,2
72042,8
98651,2
72040,8
98650,2
84015,225
25651,3
60069,40
25650,1
60068,129
84017,18
37620,76
60067,162
13676,18
13673,2
84014,45
60064,35
84013,5
13679,4
60062,164
60061,92
84010,138
60060,148
50602,2
50601,4
50604,5
50603,1
50606,2
35091,6
50609,1
35098,2
35097,6
35096,20
35094,37
50613,80
35080,69
50616,23
50619,1
35089,8
35087,6
35085,21
35083,9
47060,25
50622,6
50624,1
50626,1
50625,2
50628,2
50627,6
50629,2
23089,12
35078,8
35077,29
62611,3
62612,2
62613,10
35073,10
35072,5
62615,22
35071,43
23083,5
23084,3
23085,2
23086,4
35079,24
50631,1
50630,4
50632,3
50635,3
50634,1
50636,9
50638,10
74604,28
74601,47
62621,4
35064,20
35063,7
62624,1
35062,20
62625,2
35061,4
62626,21
23092,5
62617,2
23093,43
62618,9
35068,31
50641,1
47043,9
50644,20
50643,8
47041,13
47042,7
50648,5
23091,1
47040,8
50647,3
47038,4
47037,18
62630,1
62631,1
23068,1
35055,56
23069,10
35054,15
62633,1
35053,15
62634,5
35051,18
62638,3
62628,2
23060,94
62629,23
23061,68
23062,5
23063,15
23065,7
35058,19
50651,3
23066,6
35057,26
49696,24
50652,1
47032,3
47030,3
50657,2
47031,10
50659,7
49690,13
50658,7
11096,6
49689,1
47025,92
49688,4
62640,14
35045,58
62642,7
23079,1
35044,19
35043,48
62644,7
35042,14
35040,72
62649,3
23070,1
62639,1
23071,2
23072,33
35049,10
50660,4
23075,25
50662,21
35046,20
47023,2
49686,41
47024,8
49685,34
47021,1
49684,27
50666,2
47022,7
49683,3
50665,8
49682,9
50668,2
47020,3
49680,6
50669,3
01810,40
13804,1
13802,1
13803,5
13808,6
13809,1
13807,4
13801,1
01803,41
01801,54
13815,16
13813,4
13811,5
13812,6
13810,2
01835,16
01834,6
01833,10
01832,37
01830,36
01826,47
01824,31
01827,4
01821,46
J1Z 1H9,1
50801,24
62801,46
62803,1
49837,15
60191,58
49836,1
60190,24
96148,12
96145,44
25864,1
72175,1
96146,23
72176,22
72173,28
96140,25
25865,1
96141,17
25868,1
96142,24
96143,24
11229,45
11228,27
72170,1
01890,21
11221,106
11220,36
37852,5
11223,33
37853,4
11222,71
37854,22
11225,59
60195,20
11224,21
60194,81
37857,33
60193,139
11226,86
60192,93
23219,13
96137,59
11230,40
25873,1
96134,3
96135,1
01887,31
49829,27
96130,75
01886,32
25879,2
25878,1
37848,2
72180,1
11239,6
37849,79
01880,28
25871,2
11232,11
37840,27
11231,55
37841,18
11234,105
11233,42
37843,9
11236,59
11235,49
84150,1
11238,121
37846,5
11237,55
37847,5
49814,3
49812,1
25840,10
72199,1
25844,1
25843,1
49818,2
11207,61
11206,82
11209,61
11208,54
96161,240
13862,10
13863,3
37830,101
11201,159
13860,1
13861,2
11203,68
11205,47
11204,51
13865,10
49802,10
49801,16
25853,1
49808,1
49807,4
49805,1
11218,39
37826,17
11217,66
37828,1
11219,49
37829,7
96150,257
11210,55
11212,31
37820,20
11211,120
37821,42
11214,42
11213,52
11216,72
11215,117
37825,20
25825,4
25827,3
01851,39
01850,16
01854,28
01852,41
25823,1
13849,8
13846,2
37818,14
13841,1
37810,4
13844,2
37811,7
13842,3
37813,42
13843,3
37814,99
01845,42
25831,3
01844,83
01843,38
25832,5
01841,49
37804,65
37806,11
37807,15
37809,11
13850,53
13856,18
37801,55
37803,97
01879,14
01876,41
25801,38
13827,22
13825,6
13820,40
01867,21
01862,22
01860,13
01864,22
25813,4
01863,15
25812,1
13838,9
13835,5
13839,3
13830,14
13833,6
13834,1
13832,3
74759,1
47137,8
47138,7
49799,6
47135,1
47136,20
23168,25
23169,13
35151,23
35150,46
60109,3
60119,52
60118,61
60116,1
60115,83
60112,12
49796,2
60110,122
49793,1
47130,221
49791,1
72106,11
47129,58
47126,33
72104,55
49788,5
74766,3
47124,29
72102,6
47125,6
72103,29
74764,5
23177,2
35143,9
72101,10
35149,3
35148,8
60126,159
35147,18
23175,13
35146,23
60124,187
23176,6
60123,116
47122,59
47123,3
47120,3
49783,47
60120,147
49782,1
49781,9
49780,3
47119,60
72119,1
47117,18
72117,42
47118,10
49779,7
72118,71
47115,13
47116,1
49777,2
72116,56
49776,4
72113,77
47114,3
49775,2
72114,18
35133,12
72111,5
72112,31
23146,3
35131,8
35130,11
72110,21
23148,2
23149,12
84108,61
84107,79
60139,123
84109,90
23140,28
60137,123
84104,67
23141,19
35136,7
60136,34
84103,75
35135,7
60135,22
84106,121
60134,111
84105,77
47111,119
49774,5
60133,124
47112,72
60131,61
84102,36
47110,4
60130,46
84101,8
49770,39
47108,7
47106,19
49769,1
72128,2
49768,2
72129,3
72126,7
49766,4
72127,4
47102,15
49765,7
72125,4
72122,3
23156,3
35121,29
72123,1
35120,43
72120,111
72121,9
35128,24
23150,35
35127,35
35126,78
60148,162
35125,24
60147,2
23153,4
35124,76
60146,5
60145,9
49762,3
60143,43
60142,136
60140,93
96108,2
49759,11
96109,5
37770,8
49756,19
72137,4
96104,1
37771,47
49755,6
96105,2
37772,39
72135,6
96106,4
49753,3
72136,7
96107,3
35111,60
23123,6
96101,18
23124,17
72131,12
72132,12
96103,21
72130,1
23128,6
35118,7
84129,136
35117,21
35116,12
35115,37
35114,28
23120,51
60157,9
84128,92
60156,127
37774,66
49752,1
60155,32
49751,9
60154,77
84121,133
60153,90
84124,74
37777,29
60152,48
84123,82
60151,16
37779,7
60150,5
84120,138
49749,9
49747,4
49746,10
49745,2
37760,33
49744,2
72149,1
49743,2
37762,7
72142,8
72143,78
23138,3
23139,85
84119,97
84118,144
84115,89
60169,147
84117,88
84116,78
37763,34
84111,21
37764,26
49740,33
60165,5
37765,1
60164,69
84113,1
37766,50
60163,23
60162,27
37769,21
60160,50
49738,25
23109,4
49736,4
49735,48
96126,1
13782,5
49733,8
72157,10
96128,2
13780,1
96129,1
96122,22
72156,1
23102,9
72153,6
96124,3
23103,13
96125,4
72152,1
23106,2
96120,4
72150,42
96121,1
60178,70
37752,19
49730,9
60177,94
13786,2
37753,1
60176,24
13783,8
37754,5
60175,119
37755,5
60174,140
37756,5
60173,36
37757,26
60172,94
13787,7
60171,31
13788,1
23119,2
49727,28
60180,2
49726,2
49725,5
49724,1
96116,2
13790,24
49721,24
96117,1
49720,26
96118,6
23111,116
72166,1
23112,196
72167,6
96112,1
23113,78
96113,5
23114,64
96114,19
23115,2
23116,95
23117,42
49729,5
72160,16
96110,1
23110,3
60189,101
13796,2
60188,140
13797,5
37742,17
60187,83
37743,68
13795,5
60185,84
37745,56
60184,8
60183,1
37748,36
60181,84
50707,23
62701,2
62702,93
62703,57
62704,109
62711,48
62712,28
62707,19
74701,61
47170,72
47177,6
47175,2
47172,105
35180,31
74727,3
74726,1
74723,3
74720,1
35188,5
35186,22
35184,9
35183,1
47166,6
47167,69
47164,23
47165,21
47162,6
47163,6
47160,2
47161,23
74736,6
74735,3
74733,11
74731,3
23188,134
74730,16
35176,2
35175,11
59102,103
59101,99
35173,104
35172,9
35171,5
23180,5
23181,18
23184,1
23185,134
35179,11
59106,53
35178,8
59105,72
74729,6
47150,211
74728,31
74745,20
74743,21
47147,5
74741,2
74740,1
35160,51
60108,82
23192,15
60107,153
60106,43
60104,62
60103,161
60102,135
60101,129
47145,12
47142,1
47143,19
47140,10
47141,5
25906,1
01938,8
01930,28
25901,18
25913,1
01923,26
01922,2
01929,4
25918,3
25917,2
01921,5
01950,29
01952,12
01951,5
13903,31
13904,18
13901,30
13905,51
01945,22
01944,9
01949,8
01940,20
62901,35
62902,10
01913,23
01915,36
62910,3
62912,1
62903,5
62905,1
62906,9
62907,1
01908,3
01902,38
74902,6
01901,2
74901,4
01907,27
01906,29
01905,21
01904,29
62920,3
62921,1
62922,9
62924,6
62914,6
62915,1
62917,3
62918,27
62919,1
49958,1
49953,4
23320,214
23321,114
23322,201
23323,135
25984,1
23324,58
23325,67
25986,1
49959,1
25981,1
49950,2
49947,1
49946,5
49945,2
23336,25
23337,1
49948,1
11355,32
11354,41
11357,69
11356,16
11358,42
23306,4
23307,1
49935,8
23308,6
49934,2
49931,14
49930,14
23301,2
25962,4
23302,1
23303,2
49938,9
49925,1
49920,7
23310,18
25971,2
25976,2
23314,26
23315,6
25978,1
23316,2
49913,10
49911,6
49910,1
01970,53
49919,2
49918,1
49916,5
37938,59
37931,111
37932,70
37934,101
01969,4
49902,2
49901,1
01966,8
01960,57
25951,9
49908,2
49905,3
37920,121
37921,82
37922,124
37923,92
37924,43
25928,2
25921,1
25920,3
37914,60
37915,10
37916,7
37917,81
37918,144
37919,67
37912,54
25936,1
01983,9
01982,13
01985,5
01984,4
37909,34
37902,3
98848,32
98847,4
62890,9
72217,1
74878,3
62891,1
98844,11
62892,1
98843,10
72212,28
74875,1
98846,4
62894,1
98845,2
62895,1
72210,25
74873,22
98840,8
62896,40
72211,69
74872,4
74871,4
62898,5
98841,20
62899,4
59241,1
59247,3
47250,50
72209,58
98837,105
98836,1
72227,31
98832,2
72223,72
47246,14
98834,1
59254,9
74884,9
74883,9
98831,3
59255,2
74881,5
98830,1
74880,2
23294,45
59259,1
47243,16
47240,49
47234,2
47235,4
98862,6
59261,1
59263,3
59262,2
47232,11
49895,3
49894,2
47230,3
47231,4
47229,8
98859,1
98858,4
47227,3
59270,18
98855,18
49887,1
47223,2
98857,3
47224,1
49885,2
98856,4
35243,48
98851,13
35242,146
98850,2
35249,1
35244,108
49883,1
47220,13
49880,2
49879,2
37890,25
49878,4
37891,6
49877,1
37892,3
49876,3
35235,66
35234,10
35233,2
49870,5
49868,7
37880,7
47203,106
49866,18
37881,5
37882,7
47201,155
35221,12
35228,31
35226,133
35224,19
35223,19
35222,21
49862,1
37885,19
49861,2
37886,10
37887,9
37888,3
23229,87
49858,13
49855,32
37870,10
49854,5
37871,25
49853,1
37872,3
23221,39
35210,41
23222,76
23223,153
23224,106
23225,98
23226,40
23227,91
23228,86
35218,11
35217,29
35216,89
35215,129
25880,9
35214,55
35213,35
25882,1
35212,25
23220,82
35211,61
11243,1
37873,5
37874,43
37876,122
37877,19
37878,2
11249,77
37879,28
37860,15
37861,16
49841,11
23233,91
23234,100
23235,80
23236,76
23237,53
23238,66
49849,26
35207,13
35206,48
35205,36
35204,19
35203,8
23230,19
35201,1
23231,123
37862,78
49840,2
37863,23
37865,69
37866,9
35209,67
35208,33
37869,4
62810,3
62812,31
62814,4
62806,3
62807,4
62808,2
62809,1
50830,1
50833,11
74804,56
50836,1
74801,67
62821,17
62822,6
62823,5
62824,4
62825,2
62815,1
62816,6
62817,2
62819,2
50840,2
50841,10
50846,1
50845,3
50849,4
62830,2
62831,3
62832,21
62835,1
62836,2
62828,3
50851,7
50853,1
50854,8
74826,3
74825,6
74824,5
74820,78
62841,2
62842,2
62843,1
62844,10
62846,1
62837,18
62838,1
62839,14
50861,1
50864,3
50863,1
74834,25
74833,1
74832,2
74831,2
98802,74
98801,98
59201,11
62853,2
62854,4
62856,3
62858,9
62848,1
62849,7
74829,3
74827,3
74848,13
74840,4
62863,15
59212,1
62864,72
59211,1
62865,1
62867,3
62868,3
62869,7
59218,2
62859,22
47280,7
60203,19
60202,81
60201,105
47283,9
47281,5
47282,2
74859,14
98826,32
74857,38
98828,7
74856,1
98827,1
74855,12
98822,5
62870,7
74854,3
98821,2
62871,1
62872,3
74852,2
98823,23
59221,9
74851,26
62874,1
74850,2
59223,1
62875,2
62876,2
62877,3
59226,2
47274,104
47272,5
98819,3
47273,5
47270,1
74849,4
72207,28
98815,13
74869,3
98814,2
72205,56
74868,27
98817,1
72206,64
98816,21
62881,33
72204,76
74865,6
62882,6
72201,6
74864,11
98813,3
62883,2
72202,14
98812,7
62884,8
62885,1
74860,5
62887,2
62888,3
62889,4
59230,13
47265,58
47264,4
47260,6
23442,2
23440,1
47406,1
47403,86
47404,50
47401,90
23452,183
23453,134
23454,212
23455,202
23456,247
23457,7
23459,1
47408,34
23451,169
23420,2
23421,4
23423,4
23438,11
23430,64
23432,6
23433,2
23434,187
23435,114
23436,2
23437,16
35405,107
35404,38
35401,38
35406,57
23405,3
11427,33
11426,23
11429,36
11428,21
11421,31
11420,71
11423,38
11422,37
23416,2
23417,14
23410,3
23414,1
23415,2
11432,41
11434,63
11433,33
11436,20
11435,31
11416,20
11415,19
11418,36
11417,34
11419,37
11412,53
11411,34
11414,35
11413,54
72339,2
72335,14
72333,1
72331,3
72330,1
84328,3
84327,3
84324,6
84326,2
84325,8
47375,1
84320,11
47373,5
47374,131
84321,84
47371,27
72348,4
47368,6
47369,4
72347,2
98953,19
47367,1
72342,7
98952,1
98951,15
84309,3
84317,8
84316,2
84319,26
84318,17
84312,17
84315,47
84314,4
47362,89
84311,4
84310,18
47360,6
47361,1
47359,7
47357,2
47358,2
72358,3
47355,7
72355,3
47356,15
72354,5
72351,1
72350,1
47353,15
47354,4
84341,41
47351,3
47352,4
84340,12
47348,26
47346,11
47345,3
72364,43
72365,6
72360,6
84339,16
84338,1
84335,41
84334,1
23395,1
84337,34
84336,1
47342,4
84331,2
47340,4
84333,4
47341,4
84332,23
47339,2
47338,7
47336,10
47334,8
72376,1
72373,3
72374,1
72372,3
72370,17
47331,61
11385,89
47330,23
47326,2
47327,8
72386,3
72384,1
47320,11
11360,21
11362,28
11361,35
72395,5
72396,31
23347,1
72392,1
72390,8
11364,52
11363,19
11366,16
11365,34
11368,34
37998,2
11367,32
11369,21
49969,2
47307,1
49968,4
47304,72
49967,1
47305,6
47302,74
49965,2
11370,24
47303,61
11373,43
49963,2
11372,46
49962,1
23354,1
23356,10
23357,3
23358,2
23350,5
11375,81
11374,32
49960,1
11377,54
11379,44
11378,41
62930,14
62931,2
62933,2
62934,3
62935,8
62926,5
62941,2
62942,2
62943,2
62946,26
62938,7
62939,7
74936,3
98903,35
98902,77
74932,5
74931,3
74930,2
98901,43
62950,1
62951,16
62952,6
62956,2
62957,1
62947,2
62948,67
62949,1
59301,17
74946,1
74945,1
74944,1
74941,4
62960,18
74940,6
62964,4
62965,1
62966,35
62967,3
59317,2
62958,7
60305,29
62959,59
60304,59
59313,4
60302,136
60301,6
74939,2
74937,4
98925,4
74957,3
74956,2
74955,33
98926,64
74954,14
74953,33
62970,1
74951,3
98922,26
62972,3
62974,4
62976,2
62977,2
62979,2
62969,1
59327,1
59323,6
74949,1
74948,24
74966,11
74965,6
74964,7
62982,2
72301,47
74962,8
62983,2
59330,26
74960,13
62985,4
62987,4
62988,1
59338,1
74959,19
98908,85
98947,12
98946,2
72315,39
98948,24
62990,2
98943,4
98942,51
62992,1
98944,32
59341,1
62995,5
62996,2
98941,5
62997,2
98940,3
62999,5
84306,1
47390,11
59349,2
84308,1
84307,2
84302,65
84301,4
47396,29
47393,3
47394,15
47392,1
98936,19
98935,7
72326,6
72327,2
98937,9
72324,3
98932,10
98934,2
98933,3
59353,3
72321,1
98930,23
47386,3
47387,2
47384,9
47385,3
47383,5
47380,3
11507,12
11509,7
11501,30
11514,10
11516,12
11518,16
11510,76
59501,26
60504,133
60503,50
60502,92
60501,27
47537,1
47535,1
11580,104
11581,43
47532,7
35550,9
35559,1
35555,16
35554,1
35553,12
35552,2
47527,2
47524,1
11590,79
47523,3
47520,5
47521,1
35540,4
35546,9
35545,1
35543,2
35542,1
35541,16
11596,18
11598,20
35549,3
47515,2
47516,5
47513,3
47512,10
11560,12
11569,5
11561,54
11563,45
11566,69
11565,15
11568,8
47501,30
11570,62
11572,73
11575,35
11577,41
11576,29
11579,12
23529,1
23523,22
11548,1
11547,3
11542,47
11545,36
11559,7
35504,38
11558,20
35503,26
35501,27
11550,70
11553,39
11552,55
11554,85
11557,21
23504,58
23505,69
23507,17
23508,42
23509,50
23502,47
23503,98
11520,67
23515,1
23517,15
23518,96
23510,18
23511,2
23513,74
11530,297
72458,2
72456,1
72457,1
72454,7
72455,29
59485,2
59487,1
72450,89
59486,1
59480,1
59483,1
59482,2
60479,1
60478,64
60477,153
60476,10
60475,31
60474,2
60473,83
60472,16
60471,46
60470,1
72469,2
72466,2
72461,3
72462,2
72460,1
60487,102
60484,21
60482,26
60481,67
60480,23
72479,2
72476,7
72472,17
72473,4
72470,1
72471,1
35490,9
47470,4
47471,5
60491,74
60490,91
47469,2
47468,6
47465,1
35481,4
35480,9
72482,1
47464,1
47462,16
47460,28
47459,8
47456,2
47457,1
47454,22
35474,31
35473,45
23487,24
35470,4
35476,11
35475,40
47452,10
47453,2
47451,4
47449,1
47448,33
47446,24
47443,3
35463,3
35462,9
35461,2
35460,1
35466,17
35464,1
47441,14
47438,9
47436,5
47432,11
47433,19
35452,9
23464,213
35459,3
35456,8
23462,246
35453,27
47431,4
47427,2
47424,21
47421,83
35441,2
35440,1
47429,26
35447,3
35446,3
35444,10
35443,3
35442,2
47420,1
59405,58
59404,76
59401,27
59410,5
59416,1
60404,88
60403,72
59417,5
60402,177
59412,2
60401,24
59411,3
59414,4
59419,1
59421,7
60409,94
60408,24
60407,6
60406,45
59427,9
60416,49
60415,31
59422,8
60411,164
59425,3
60410,62
72405,26
72404,50
72401,74
60419,86
60418,23
60417,58
60426,67
60425,34
60424,9
59434,3
60423,132
59433,1
60422,38
59436,8
60421,16
60420,16
72416,8
72417,9
72414,1
72415,1
72410,1
72411,2
59440,1
59443,1
59442,4
60429,64
60428,30
60438,113
84405,80
60437,1
84404,179
60436,50
60435,177
84401,137
60433,40
60432,47
84403,102
59446,1
60431,103
60430,69
72426,1
72422,7
59452,1
59451,2
60439,87
60449,36
60448,87
60447,46
60446,146
60445,61
60444,2
60443,81
59457,26
60442,63
60441,148
60440,196
72419,6
72438,3
72436,3
72437,3
72434,3
72435,2
72432,6
72433,8
59463,2
59465,2
59464,1
60459,77
60458,37
60457,33
60456,19
60455,56
60453,177
60452,109
60451,159
60450,75
72429,1
72449,1
72447,2
72443,4
72444,2
59474,6
72442,13
72440,1
59472,2
60469,17
60468,27
60467,99
60466,71
60465,49
84414,113
60464,35
60463,59
60462,369
60461,13
60460,2
23603,7
23604,4
23605,41
23606,61
23607,52
23608,99
23601,62
23602,105
H2J1S7,1
59602,61
59601,44
60603,10
60602,11
60601,79
60609,103
60608,99
60607,139
60606,15
60605,132
60604,6
60614,251
60613,165
60612,78
60611,145
60610,165
